Judet;CIF Entitate Publica;Denumire Entitate Publica;Denumire UAT pe raza careia isi desfasoara activitatea;Adresa de corespondenta;CIF Ordonator  principal  de credite (1);Denumire ordonator  principal de credite (1);CIF Ordonator  principal  de credite (2);Denumire ordonator  principal de credite (2)
Maramures;3694683;LICEUL TEHNOLOGIC TRANSILVANIA;Municipiul Baia Mare;Maramures, Municipiul Baia Mare, STRADA 8 MARTIE, Numar 7, Bloc/Scara , Sector , Cod postal 430406;3627692;MUNICIPIUL  BAIA MARE;13729380;MINISTERUL EDUCATIEI NATIONALE
Maramures;3694705;COMUNA RONA DE SUS;Comuna Rona de Sus;Maramures, Comuna Rona de Sus, STRADA RONA DE SUS, Numar 1286, Bloc/Scara , Sector , Cod postal 437250;;;;
Maramures;3694713;INSPECTORATUL SCOLAR JUDETEAN MARAMURES;Municipiul Baia Mare;Maramures, Municipiul Baia Mare, STRADA PETOFI SANDOR, Numar 10-14, Bloc/Scara , Sector , Cod postal 430165;13729380;MINISTERUL EDUCATIEI SI CERCETARII STIINTIFICE;;
Maramures;3694721;COLEGIUL TEHNIC AUREL VLAICU;Municipiul Baia Mare;Maramures, Municipiul Baia Mare, STRADA DR. VICTOR BABES, Numar 64, Bloc/Scara , Sector , Cod postal 430083;3627692;MUNICIPIUL BAIA MARE;13729380;MINISTERUL EDUCATIEI NATIONALE
Maramures;3694730;COLEGIUL ECONOMIC PINTEA VITEAZUL CAVNIC;Orasul Cavnic;Maramures, Orasul Cavnic, STRADA 1 Mai, Numar 15, Bloc/Scara , Sector , Cod postal 435300;13729380;MINISTERUL EDUCATIEI NATIONALE;3627595;ORASUL CAVNIC
Maramures;3694756;COMUNA OARTA DE JOS;Comuna Oarta de Jos;Maramures, Comuna Oarta de Jos, STRADA OARTA DE JOS, Numar 216, Bloc/Scara , Sector , Cod postal 437200;;;;
Maramures;3694764;INSTITUTIA PREFECTULUI JUDETUL MARAMURES;Municipiul Baia Mare;Maramures, Municipiul Baia Mare, STRADA GHEORGHE SINCAI, Numar 46, Bloc/Scara , Sector , Cod postal 430311;4267095;MINISTERUL AFACERILOR INTERNE;;
Maramures;3694772;ORASUL ULMENI;Orasul Ulmeni;Maramures, Orasul Ulmeni, STRADA PETRE DULFU, Numar 62A, Bloc/Scara , Sector , Cod postal 437355;;;;
Maramures;3694780;COMUNA STRIMTURA;Comuna Stramtura;Maramures, Comuna Stramtura, STRADA STRIMTURA, Numar 375, Bloc/Scara , Sector , Cod postal 437310;;;;
Maramures;3694799;COMUNA BASESTI;Comuna Basesti;Maramures, Comuna Basesti, STRADA BASESTI, Numar 133, Bloc/Scara , Sector , Cod postal 437030;;;;
Maramures;3694802;COMUNA VADU IZEI;Comuna Vadu Izei;Maramures, Comuna Vadu Izei, STRADA VADU IZEI, Numar 161, Bloc/Scara , Sector , Cod postal 437365;;;;
Maramures;3694810;COMUNA BIRSANA;Comuna Barsana;Maramures, Comuna Barsana, Sat BARSANA, Numar 617, Bloc/Scara , Sector , Cod postal 437035;;;;
Maramures;3694829;ORASUL SOMCUTA MARE;Orasul Somcuta Mare;Maramures, Orasul Somcuta Mare, STRADA SOMES, Numar 17, Bloc/Scara , Sector , Cod postal 437335;;;;
Maramures;3694837;COMUNA CALINESTI;Comuna Calinesti;Maramures, Comuna Calinesti, Sat Calinesti, Numar 26, Bloc/Scara , Sector , Cod postal 437075;;;;
Maramures;3694845;COMUNA REPEDEA;Comuna Repedea;Maramures, Comuna Repedea, STRADA REPEDEA, Numar 98, Bloc/Scara , Sector , Cod postal 437240;;;;
Maramures;3694853;LICEUL TEORETIC PETRU RARES;Orasul Targu Lapus;Maramures, Orasul Targu Lapus, STRADA 1 MAI, Numar 82, Bloc/Scara , Sector , Cod postal 435600;13729380;MINISTERUL EDUCATIEI NATIONALE;3694861;ORASUL TARGU LAPUS
Maramures;3694861;ORASUL TARGU LAPUS;Orasul Targu Lapus;Maramures, Orasul Targu Lapus, STRADA Tiblesului, Numar 2, Bloc/Scara , Sector , Cod postal 435600;;;;
Maramures;3694870;LICEUL TEHNOLOGIC GRIGORE C MOISIL TARGU LAPUS;Orasul Targu Lapus;Maramures, Orasul Targu Lapus, STRADA MIHAI EMINESCU, Numar 3-5, Bloc/Scara , Sector , Cod postal 435600;3694861;ORASUL TARGU LAPUS;13729380;MINISTERUL EDUCATIEI NATIONALE
Maramures;3694888;BIBLIOTECA JUD. PETRE DULFU BAIA MARE;Municipiul Baia Mare;Maramures, Municipiul Baia Mare, BULEVARD INDEPENDENTEI, Numar 4B, Bloc/Scara , Sector , Cod postal 430123;3627315;JUDETUL MARAMURES;;
Maramures;3694896;SPITAL RECUPERARE BORSA;Orasul Borsa;Maramures, Orasul Borsa, STRADA Floare de Colt, Numar 1, Bloc/Scara , Sector , Cod postal 435200;4266456;MINISTERUL SANATATII;;
Maramures;3694900;COMUNA LEORDINA;Comuna Leordina;Maramures, Comuna Leordina, STRADA LEORDINA, Numar 874, Bloc/Scara , Sector , Cod postal 437180;;;;
Maramures;3694918;Oras Baia Sprie;Orasul Baia Sprie;Maramures, Orasul Baia Sprie, PIATA Libertatii, Numar 4, Bloc/Scara , Sector , Cod postal 435100;;;;
Maramures;3694926;COMUNA GIULESTI;Comuna Giulesti;Maramures, Comuna Giulesti, STRADA , Numar 114, Bloc/Scara , Sector , Cod postal 437160;;;;
Maramures;3694934;COLEGIUL TEHNIC C.D. NENITESCU;Municipiul Baia Mare;Maramures, Municipiul Baia Mare, STRADA LUMINISULUI, Numar 1, Bloc/Scara , Sector , Cod postal 430333;3627692;MUNICIPIUL BAIA MARE;13729380;MINISTERUL EDUCATIEI NATIONALE
Maramures;3694942;COLEGIUL ECONOMIC NICOLAE TITULESCU;Municipiul Baia Mare;Maramures, Municipiul Baia Mare, STRADA PROGRESULUI, Numar 45, Bloc/Scara , Sector , Cod postal 430291;3627692;Municipiul Baia Mare;13729380;Ministerul Educatiei Nationale
Maramures;3694950;SPITALUL ORASENESC VISEU DE SUS;Orasul Viseu de Sus;Maramures, Orasul Viseu de Sus, STRADA 22 DECEMBRIE, Numar 1, Bloc/Scara -, Sector , Cod postal 435700;3627641;ORASUL VISEU DE SUS;;
Maramures;3694969;COMUNA CUPSENI;Comuna Cupseni;Maramures, Comuna Cupseni, STRADA CUPSENI, Numar 32, Bloc/Scara , Sector , Cod postal 437130;;;;
Maramures;3694977;MUZEUL JUDETEAN DE ISTORIE SI ARHEOLOGIE;Municipiul Baia Mare;Maramures, Municipiul Baia Mare, STRADA MONETARIEI, Numar 1-3, Bloc/Scara , Sector , Cod postal 430406;3627315;JUDETUL MARAMURES;;
Maramures;3694985;TEATRUL MUNICIPAL BAIA MARE;Municipiul Baia Mare;Maramures, Municipiul Baia Mare, STRADA CRISAN, Numar 8, Bloc/Scara , Sector , Cod postal 430405;3627692;MUNICIPIUL BAIA MARE;;
Maramures;3694993;UNITATEA MILITARA 01354 BAIA MARE;Municipiul Baia Mare;Maramures, Municipiul Baia Mare, BULEVARD UNIRII, Numar 32, Bloc/Scara , Sector , Cod postal 430232;11424532;MINISTERUL APARARII NATIONALE;;
Maramures;3695000;COMUNA BISTRA;Comuna Bistra;Maramures, Comuna Bistra, Sat Bistra, Numar 314, Bloc/Scara , Sector , Cod postal 437045;;;;
Maramures;3695018;MINISTERUL PUBLIC - PARCHETUL DE PE LANGA TRIBUNALUL MARAMURES;Municipiul Baia Mare;Maramures, Municipiul Baia Mare, STRADA 1 Mai, Numar 8A, Bloc/Scara , Sector , Cod postal 430331;4364748;MINISTERUL PUBLIC;;
Maramures;3695026;Tribunalul Maramures;Municipiul Baia Mare;Maramures, Municipiul Baia Mare, BULEVARD REPUBLICII, Numar 2A, Bloc/Scara , Sector , Cod postal 430264;4265841;Ministerul Justitiei;;
Maramures;3695034;MUZEUL MARAMURESAN;Municipiul Sighetu Marmatiei;Maramures, Municipiul Sighetu Marmatiei, PIATA P-ta  Libertatii, Numar 16, Bloc/Scara , Sector , Cod postal 435500;3695174;MUNICIPIUL SIGHETU MARMATIEI;;
Maramures;3695069;LICEUL CU PROGRAM SPORTIV BAIA MARE;Municipiul Baia Mare;Maramures, Municipiul Baia Mare, BULEVARD REPUBLICII, Numar 33-35, Bloc/Scara , Sector , Cod postal 430191;13729380;MINISTERUL EDUCATIEI NATIONALE;3627692;MUNICIPIUL BAIA MARE
Maramures;3695085;COMUNA RONA DE JOS;Comuna Rona de Jos;Maramures, Comuna Rona de Jos, STRADA PRINCIPALA, Numar 84, Bloc/Scara , Sector , Cod postal 437245;;;;
Maramures;3695093;COMUNA CAMPULUNG  LA TISA;Comuna Campulung la Tisa;Maramures, Comuna Campulung la Tisa, STRADA CAMPULUNG LA TISA, Numar 689, Bloc/Scara , Sector , Cod postal 437080;;;;
Maramures;3695107;COMUNA  SAPINTA;Comuna Sapanta;Maramures, Comuna Sapanta, STRADA PRINCIPALA, Numar 512, Bloc/Scara , Sector , Cod postal 437305;;;;
Maramures;3695115;COMUNA COPALNIC MANASTUR;Comuna Copalnic Manastur;Maramures, Comuna Copalnic Manastur, STRADA Copalnic Manastur, Numar 225A, Bloc/Scara , Sector , Cod postal 437100;;;;
Maramures;3695123;DIRECTIA SANITAR VETERINARA SI PENTRU SIGURANTA ALIMENTELOR MARAMURES;Municipiul Baia Mare;Maramures, Municipiul Baia Mare, STRADA VASILE ALECSANDRI, Numar 66, Bloc/Scara , Sector , Cod postal 430302;16277408;AUTORITATEA NATIONALA SANITARA VETERINARA SI PENTRU SIGURANTA ALIMENTELOR;;
Maramures;3695158;COLEGIUL NATIONAL DRAGOS VODA;Municipiul Sighetu Marmatiei;Maramures, Municipiul Sighetu Marmatiei, STRADA MIHAI VITEAZU, Numar 14, Bloc/Scara , Sector , Cod postal 435500;3695174;MUNICIPIUL SIGHETU MARMATIEI;13729380;MINISTERUL EDUCATITI NATIONALE
Maramures;3695166;LICEUL PEDAGOGIC  REGELE FERDINAND;Municipiul Sighetu Marmatiei;Maramures, Municipiul Sighetu Marmatiei, STRADA 22 DECEMBRIE, Numar 5, Bloc/Scara , Sector , Cod postal 435500;3695174;MUNICIPIUL SIGHETU MARMATIEI;13729380;MINISTERUL EDUCATIEI NATIONALE
Maramures;3695174;MUNICIPIUL SIGHETU MARMATIEI;Municipiul Sighetu Marmatiei;Maramures, Municipiul Sighetu Marmatiei, STRADA BOGDAN VODA, Numar 14, Bloc/Scara , Sector , Cod postal 435500;;;;
Maramures;3695190;LICEUL  TEHNOLOGIC DR. FLORIAN ULMEANU ULMENI;Orasul Ulmeni;Maramures, Orasul Ulmeni, STRADA PETRE DULFU, Numar 27, Bloc/Scara , Sector , Cod postal 437355;3694772;ORASUL ULMENI;13729380;MINISTERUL EDUCATIEI NATIONALE
Maramures;3695247;SPITALUL ORASENESC TARGU LAPUS;Orasul Targu Lapus;Maramures, Orasul Targu Lapus, STRADA Tineretului, Numar 9-11, Bloc/Scara , Sector , Cod postal 435600;3694861;ORAS TARGU LAPUS;;
Maramures;3695263;LICEUL BORSA;Orasul Borsa;Maramures, Orasul Borsa, STRADA LAZUCI, Numar 2, Bloc/Scara , Sector , Cod postal 435200;3627544;ORASUL BORSA;13729380;MINISTERUL EDUCATIEI NATIONAL
Maramures;3695271;COMUNA SUCIU DE SUS;Comuna Suciu de Sus;Maramures, Comuna Suciu de Sus, STRADA Suciu de Sus, Numar 791, Bloc/Scara , Sector , Cod postal 437315;;;;
Maramures;3695280;COLEGIUL DE ARTE;Municipiul Baia Mare;Maramures, Municipiul Baia Mare, STRADA PETOFI SANDOR, Numar 2-4, Bloc/Scara , Sector , Cod postal 430165;3627692;Municipiul Baia Mare;13729380;Ministerul Educatiei Nationale
Maramures;3695298;COMUNA REMETI;Comuna Remeti;Maramures, Comuna Remeti,  , Numar 684, Bloc/Scara , Sector , Cod postal 437235;;;;
Maramures;3695301;COMUNA SARASAU;Comuna Sarasau;Maramures, Comuna Sarasau, STRADA SARASAU, Numar 511, Bloc/Scara , Sector , Cod postal 437265;;;;
Maramures;3825851;CLUBUL SPORTIV SCOLAR NR. 2;Municipiul Baia Mare;Maramures, Municipiul Baia Mare, STRADA VICTORIEI, Numar 82A, Bloc/Scara , Sector , Cod postal 430122;13729380;MINISTERUL EDUCATIEI NATIONALE;;
Maramures;3825860;COLEGIUL TEHNIC GEORGE BARITIU;Municipiul Baia Mare;Maramures, Municipiul Baia Mare, STRADA STRADA CULTURII, Numar NR. 8, Bloc/Scara , Sector , Cod postal 430282;13729380;MINISTERUL EDUCATIEI NATIONALE;3627692;MUNICIPIUL BAIA MARE
Maramures;3825916;LICEUL TEHNOLOGIC MARMATIA;Municipiul Sighetu Marmatiei;Maramures, Municipiul Sighetu Marmatiei, STRADA GENERAL MOCIOLSCHI, Numar 17-19, Bloc/Scara , Sector , Cod postal 435500;3695174;MUNICIPIUL SIGHETU MARMATIEI;13729380;MINISTERUL EDUCATIEI NATIONALE
Maramures;3825932;COLEGIUL NATIONAL VASILE LUCACIU;Municipiul Baia Mare;Maramures, Municipiul Baia Mare, STRADA CULTURII, Numar 2, Bloc/Scara , Sector , Cod postal 430282;3627692;MUNICIPIUL BAIA MARE;13729380;MINISTERUL EDUCATIEI NATIONALE
Maramures;3889022;CENTRU CULTURAL-SOCIAL VISEU DE SUS;Orasul Viseu de Sus;Maramures, Orasul Viseu de Sus, STRADA 22 DECEMBRIE, Numar 3, Bloc/Scara , Sector , Cod postal 435700;3627641;ORAS VISEU DE SUS;;
Maramures;3889049;UNITATEA MILITARA 02521 BAIA MARE;Municipiul Baia Mare;Maramures, Municipiul Baia Mare, STRADA TURNULUI, Numar 1, Bloc/Scara , Sector , Cod postal 430405;11424532;MINISTERUL APARARII NATIONALE;;
Maramures;4006707;PENITENCIARUL BAIA MARE;Municipiul Baia Mare;Maramures, Orasul Baia Sprie, STRADA FORESTIERILOR, Numar 217, Bloc/Scara , Sector , Cod postal 435103;4265841;MINISTERUL JUSTITIEI;;
Maramures;4157327;SCOALA PROFESIONALA NR.1 VISEU DE SUS;Orasul Viseu de Sus;Maramures, Orasul Viseu de Sus, STRADA T.VLADIMIRESCU, Numar 2, Bloc/Scara , Sector , Cod postal 435700;13729380;MINISTERUL EDUCATIEI;3627641;ORASUL VISEU DE SUS
Maramures;4157335;Unitatea Militara 0568 Baia Mare;Municipiul Baia Mare;Maramures, Municipiul Baia Mare, BULEVARD Republicii, Numar 55, Bloc/Scara , Sector , Cod postal 430231;4204291;Serviciul Roman de Informatii;;
Maramures;4296406;INSPECTORATUL TERITORIAL AL POLITIEI DE FRONTIERA SIGHETU MARMATIEI;Municipiul Sighetu Marmatiei;Maramures, Municipiul Sighetu Marmatiei, STRADA DRAGOS VODA, Numar 38, Bloc/Scara , Sector , Cod postal 435500;4267095;MINSTERUL AFACERILOR INTERNE;;
Maramures;4296422;DIRECTIA JUDETEANA PENTRU SPORT SI TINERET MARAMURES;Municipiul Baia Mare;Maramures, Municipiul Baia Mare, BULEVARD UNIRII, Numar 14A, Bloc/Scara , Sector , Cod postal 430272;26604620;MINISTERUL TINERETULUI SI SPORTULUI;;
Maramures;4296430;Club Sportiv Municipal Baia Mare;Municipiul Baia Mare;Maramures, Municipiul Baia Mare, BULEVARD Unirii, Numar 14A, Bloc/Scara , Sector , Cod postal 430272;26604620;Ministerul Tineretului si Sportului;;
Maramures;4884813;COLEGIUL TEHNIC DE TRANSPORTURI AUTO BAIA SPRIE;Orasul Baia Sprie;Maramures, Orasul Baia Sprie, STRADA MINERILOR, Numar 1A, Bloc/Scara , Sector , Cod postal 435100;3694918;ORAS  BAIA SPRIE;13729380;MINISTERUL EDUCATIEI NATIONALE
Maramures;4884821;LICEUL TEORETIC IOAN BUTEANU;Orasul Somcuta Mare;Maramures, Orasul Somcuta Mare, STRADA SOMES, Numar 22, Bloc/Scara , Sector , Cod postal 437335;3694829;ORAS SOMCUTA MARE;13729380;MINISTERUL EDUCATIEI NATIONALE
Maramures;4884830;LICEUL TEHNOLOGIC AGRICOL ALEXIU BERINDE SEINI;Orasul Seini;Maramures, Orasul Seini, STRADA VICTORIEI, Numar 2, Bloc/Scara , Sector , Cod postal 435400;13729380;MINISTERUL EDUCATIEI NATIONALE;3627765;ORASUL SEINI
Maramures;5086526;CLUBUL SPORTIV STIINTA BAIA MARE;Municipiul Baia Mare;Maramures, Municipiul Baia Mare, STRADA DR VICTOR BABES, Numar 62A, Bloc/Scara , Sector , Cod postal 430083;13729380;MINISTERUL EDUCATIEI NATIONALE;;
Maramures;5142065;SERVICIUL JUDETEAN DE PAZA MARAMURES;Orasul Tautii Magheraus;Maramures, Orasul Tautii Magheraus, STRADA 66, Numar 22, Bloc/Scara , Sector , Cod postal 437345;3627315;JUDETUL MARAMURES;;
Maramures;7367404;COMUNA POIENILE IZEI;Comuna Poienile Izei;Maramures, Comuna Poienile Izei, Sat POIENILE IZEI, Numar 349, Bloc/Scara , Sector , Cod postal 437215;;;;
